
100 3.68302e-07
200 3.98e-07
300 4.85281e-07
400 4.53942e-07
500 4.4346e-07
600 4.66548e-07
700 4.3182e-07
800 4.77441e-07
900 4.9503e-07
1000 4.70033e-07
1100 4.96156e-07
1200 5.0369e-07
1300 4.64712e-07
1400 4.88261e-07
1500 4.82188e-07
1600 5.0162e-07
1700 4.96141e-07
1800 5.03338e-07
1900 5.31858e-07
2000 5.18251e-07
2100 4.97791e-07
2200 5.11401e-07
2300 5.39936e-07
2400 5.69818e-07
2500 5.54568e-07
2600 5.31294e-07
2700 5.19177e-07
2800 5.19557e-07
2900 5.45926e-07
3000 5.51872e-07
3100 5.97764e-07
3200 5.32017e-07
3300 5.41005e-07
3400 6.05737e-07
3500 5.61788e-07
3600 5.41694e-07
3700 5.53581e-07
3800 5.90549e-07
3900 5.35163e-07
4000 5.60005e-07
4100 5.8575e-07
4200 5.50126e-07
4300 5.45725e-07
4400 5.43508e-07
4500 5.77461e-07
4600 5.75102e-07
4700 6.69085e-07
4800 6.14568e-07
4900 6.1766e-07
5000 6.0331e-07
5100 6.08513e-07
5200 6.03866e-07
5300 5.47958e-07
5400 5.44526e-07
5500 5.63412e-07
5600 5.51871e-07
5700 5.77009e-07
5800 5.70796e-07
5900 5.55218e-07
6000 5.60812e-07
6100 5.35031e-07
6200 5.99656e-07
6300 5.9629e-07
6400 6.0351e-07
6500 5.917e-07
6600 5.88791e-07
6700 5.83744e-07
6800 6.58322e-07
6900 5.65212e-07
7000 6.0686e-07
7100 5.65977e-07
7200 5.68328e-07
7300 5.63343e-07
7400 5.67795e-07
7500 5.6219e-07
7600 6.23373e-07
7700 6.14878e-07
7800 5.60743e-07
7900 6.28605e-07
8000 5.66946e-07
8100 5.6559e-07
8200 5.97992e-07
8300 5.94204e-07
8400 6.01485e-07
8500 5.64263e-07
8600 5.91949e-07
8700 5.83884e-07
8800 6.32186e-07
8900 6.44232e-07
9000 6.55829e-07
9100 6.12263e-07
9200 5.9794e-07
9300 6.27162e-07
9400 6.37366e-07
9500 6.57332e-07
9600 6.40822e-07
9700 6.88565e-07
9800 6.71391e-07
9900 6.70688e-07
10000 6.25727e-07
10100 6.50206e-07
10200 6.63435e-07
10300 5.99984e-07
10400 6.2162e-07
10500 6.00397e-07
10600 6.14141e-07
10700 6.03731e-07
10800 5.9413e-07
10900 6.14512e-07
11000 5.87938e-07
11100 6.39967e-07
11200 6.56678e-07
11300 6.26182e-07
11400 6.64944e-07
11500 5.84489e-07
11600 6.57477e-07
11700 6.05922e-07
11800 6.07165e-07
11900 5.93534e-07
12000 6.1954e-07
12100 6.48152e-07
